Table Name,Table Description,Column Name,Column Description,Data Element,Checktable,Datatype,Length,Decimals,Table Description Short,Column Description Short
EINE,Purchasing Info Record: Purchasing Organization Data,EBON2,"Settlement Group 2 (Rebate Settlement, Purchasing)",EBON2,,CHAR,2,0,Purchasing Info Record: Purchasing Organization Data,settlement_group_2__rebat
EINE,Purchasing Info Record: Purchasing Organization Data,EBON3,"Settlement Group 3 (Rebate Settlement, Purchasing)",EBON3,,CHAR,2,0,Purchasing Info Record: Purchasing Organization Data,settlement_group_3__rebat
EINE,Purchasing Info Record: Purchasing Organization Data,EBONF,Item Not Relevant to Subseq. (Period-End Rebate) Settlement,EBONF,,CHAR,1,0,Purchasing Info Record: Purchasing Organization Data,item_not_relevant_to_subs
EINE,Purchasing Info Record: Purchasing Organization Data,MHDRZ,Minimum Remaining Shelf Life,MHDRZ,,DEC,4,0,Purchasing Info Record: Purchasing Organization Data,minimum_remaining_shelf_l
EINE,Purchasing Info Record: Purchasing Organization Data,VERID,Production Version,VERID,MKAL,CHAR,4,0,Purchasing Info Record: Purchasing Organization Data,production_version
EINE,Purchasing Info Record: Purchasing Organization Data,BSTMA,Maximum Purchase Order Quantity,MAXBM,,QUAN,13,3,Purchasing Info Record: Purchasing Organization Data,maximum_purchase_order_qu
EINE,Purchasing Info Record: Purchasing Organization Data,RDPRF,Rounding Profile,RDPRF,RDPR,CHAR,4,0,Purchasing Info Record: Purchasing Organization Data,rounding_profile
EINE,Purchasing Info Record: Purchasing Organization Data,MEGRU,Unit of Measure Group,MEGRU,TWMEG,CHAR,4,0,Purchasing Info Record: Purchasing Organization Data,unit_of_measure_group
EINE,Purchasing Info Record: Purchasing Organization Data,J_1BNBM,Brazilian NCM Code,J_1BNBMCO1,T604F,CHAR,16,0,Purchasing Info Record: Purchasing Organization Data,brazilian_ncm_code
EINE,Purchasing Info Record: Purchasing Organization Data,SPE_CRE_REF_DOC,Create Purchase Order for Delivery Without Reference,/SPE/CRE_REF_DOC,,CHAR,1,0,Purchasing Info Record: Purchasing Organization Data,create_purchase_order_for
EINE,Purchasing Info Record: Purchasing Organization Data,IPRKZ,Period Indicator for Shelf Life Expiration Date,DATTP,,CHAR,1,0,Purchasing Info Record: Purchasing Organization Data,period_indicator_for_shel
EINE,Purchasing Info Record: Purchasing Organization Data,CO_ORDER,Real-Time Consumption Posting of Subcontracting Components,ME_IR_CO_ORDER,,CHAR,1,0,Purchasing Info Record: Purchasing Organization Data,real_time_consumption_pos
EINE,Purchasing Info Record: Purchasing Organization Data,VENDOR_RMA_REQ,Vendor RMA Number Required,MSR_VRMA_REQ_EINE,,CHAR,1,0,Purchasing Info Record: Purchasing Organization Data,vendor_rma_number_require
EINE,Purchasing Info Record: Purchasing Organization Data,DIFF_INVOICE,Differential Invoicing,DIFF_INVOICE,,CHAR,2,0,Purchasing Info Record: Purchasing Organization Data,differential_invoicing
EINE,Purchasing Info Record: Purchasing Organization Data,MRPIND,Max. Retail Price Relevant,J_1IRMRPIND,,CHAR,1,0,Purchasing Info Record: Purchasing Organization Data,max_retail_price_relevant
EINE,Purchasing Info Record: Purchasing Organization Data,OIHANTYP,Excise Duty Handling Type,OIH_HANTYP,OIH5,CHAR,2,0,Purchasing Info Record: Purchasing Organization Data,excise_duty_handling_type
EINE,Purchasing Info Record: Purchasing Organization Data,OIPRICIE,Yes/No (X/ ),OAX,,CHAR,1,0,Purchasing Info Record: Purchasing Organization Data,yes_no__x___
EINE,Purchasing Info Record: Purchasing Organization Data,OIINEX,Code for internal or external excise duty rate determination,OIH_INEX,OIH16,CHAR,2,0,Purchasing Info Record: Purchasing Organization Data,code_for_internal_or_exte
EINE,Purchasing Info Record: Purchasing Organization Data,TRANSPORT_CHAIN,Transportation Chain,WRF_PSCD_TC_ID,WRF_PSCD_TCHAINH,CHAR,10,0,Purchasing Info Record: Purchasing Organization Data,transportation_chain
EINE,Purchasing Info Record: Purchasing Organization Data,STAGING_TIME,Staging Time in Days,WRF_PSCD_MST,,DEC,3,0,Purchasing Info Record: Purchasing Organization Data,staging_time_in_days
EIPO,Foreign Trade: Export/Import: Item Data,MANDT,Client,MANDT,T000,CLNT,3,0,Foreign Trade: Export/Import: Item Data,client
EIPO,Foreign Trade: Export/Import: Item Data,EXNUM,Number of foreign trade data in MM and SD documents,EXNUM,EIKP,CHAR,10,0,Foreign Trade: Export/Import: Item Data,number_of_foreign_trade_d
EIPO,Foreign Trade: Export/Import: Item Data,EXPOS,Internal item number for foreign trade data in MM and SD,EXPOS,,NUMC,6,0,Foreign Trade: Export/Import: Item Data,internal_item_number_for_
EIPO,Foreign Trade: Export/Import: Item Data,STAWN,Commodity Code/Import Code Number for Foreign Trade,STAWN,T604,CHAR,17,0,Foreign Trade: Export/Import: Item Data,commodity_code_import_cod
EIPO,Foreign Trade: Export/Import: Item Data,EXPRF,Export/Import Procedure for Foreign Trade,EXPRF,T616,CHAR,8,0,Foreign Trade: Export/Import: Item Data,export_import_procedure_f
EIPO,Foreign Trade: Export/Import: Item Data,EXART,Business Transaction Type for Foreign Trade,EXART,T605,CHAR,2,0,Foreign Trade: Export/Import: Item Data,business_transaction_type
EIPO,Foreign Trade: Export/Import: Item Data,HERKL,Country of origin of the material,HERKL,T005,CHAR,3,0,Foreign Trade: Export/Import: Item Data,country_of_origin_of_the_
EIPO,Foreign Trade: Export/Import: Item Data,HERKR,Region of origin of material (non-preferential origin),HERKR,,CHAR,3,0,Foreign Trade: Export/Import: Item Data,region_of_origin_of_mater
EIPO,Foreign Trade: Export/Import: Item Data,GRWRT,Statistical value for foreign trade,GRWRT,,CURR,13,2,Foreign Trade: Export/Import: Item Data,statistical_value_for_for
EIPO,Foreign Trade: Export/Import: Item Data,PREFPACOD,"Preference code for foreign trade (decl.to author., import)",PREFPACOD,T604C,CHAR,3,0,Foreign Trade: Export/Import: Item Data,preference_code_for_forei
EIPO,Foreign Trade: Export/Import: Item Data,SEGAL,Exclusion/Inclusion indicator for declara. to authorities,SEGAL,T609A,CHAR,2,0,Foreign Trade: Export/Import: Item Data,exclusion_inclusion_indic
EIPO,Foreign Trade: Export/Import: Item Data,MOWNR,CAP: Number of CAP products list,MOWNR,T618M,CHAR,12,0,Foreign Trade: Export/Import: Item Data,cap_number_of_cap_product
EIPO,Foreign Trade: Export/Import: Item Data,MOGRU,Common Agricultural Policy: CAP products group-Foreign Trade,MOGRU,T618G,CHAR,6,0,Foreign Trade: Export/Import: Item Data,common_agricultural_polic
EIPO,Foreign Trade: Export/Import: Item Data,GPNUM,Production statistics: PRODCOM number for foreign trade,GPNUM,T609G,CHAR,9,0,Foreign Trade: Export/Import: Item Data,production_statistics_pro
EIPO,Foreign Trade: Export/Import: Item Data,CASNR,CAS number for pharmaceutical products in foreign trade,CASNR,T610C,CHAR,15,0,Foreign Trade: Export/Import: Item Data,cas_number_for_pharmaceut
EIPO,Foreign Trade: Export/Import: Item Data,STEUC,Control code for consumption taxes in foreign trade,STEUC,T604F,CHAR,16,0,Foreign Trade: Export/Import: Item Data,control_code_for_consumpt
EIPO,Foreign Trade: Export/Import: Item Data,WZOLL,Customs val. in doc.currency in imp.procg for foreign trade,WZOLL,,CURR,13,2,Foreign Trade: Export/Import: Item Data,customs_val_in_doccurrenc
EIPO,Foreign Trade: Export/Import: Item Data,VERLD,Country of dispatch for Foreign Trade,VERLD,T005,CHAR,3,0,Foreign Trade: Export/Import: Item Data,country_of_dispatch_for_f
EIPO,Foreign Trade: Export/Import: Item Data,HANLD,Trading country for foreign trade,HANLD,T005,CHAR,3,0,Foreign Trade: Export/Import: Item Data,trading_country_for_forei
EIPO,Foreign Trade: Export/Import: Item Data,TEXT1,Comments: Text for foreign trade processing,TXTFT,,CHAR,40,0,Foreign Trade: Export/Import: Item Data,comments_text_for_foreign
EIPO,Foreign Trade: Export/Import: Item Data,TEXT2,Comments: Text for foreign trade processing,TXTFT,,CHAR,40,0,Foreign Trade: Export/Import: Item Data,comments_text_for_foreign
EIPO,Foreign Trade: Export/Import: Item Data,TEXT3,Comments: Text for foreign trade processing,TXTFT,,CHAR,40,0,Foreign Trade: Export/Import: Item Data,comments_text_for_foreign
EIPO,Foreign Trade: Export/Import: Item Data,COKON,Customs quota code for import processing in foreign trade,COKON,T610K,CHAR,6,0,Foreign Trade: Export/Import: Item Data,customs_quota_code_for_im
EIPO,Foreign Trade: Export/Import: Item Data,COPHA,Pharmaceutical products code (Foreign Trade),COPHA,T610D,CHAR,6,0,Foreign Trade: Export/Import: Item Data,pharmaceutical_products_c
EIPO,Foreign Trade: Export/Import: Item Data,COADI,Anti-dumping code for import processing in foreign trade,COADI,T610A,CHAR,6,0,Foreign Trade: Export/Import: Item Data,anti_dumping_code_for_imp
EIPO,Foreign Trade: Export/Import: Item Data,PRONU,Invoice: Number of invoice document for import processing,PRONU,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,invoice_number_of_invoice
EIPO,Foreign Trade: Export/Import: Item Data,PRODA,Invoice: Date of invoice document for import processing,PRODA,,DATS,8,0,Foreign Trade: Export/Import: Item Data,invoice_date_of_invoice_d
EIPO,Foreign Trade: Export/Import: Item Data,VORPA,Preliminary document: Document type for foreign trade procg,VORPA,T610VA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,preliminary_document_docu
EIPO,Foreign Trade: Export/Import: Item Data,VORNU,Preliminary document: No. of preliminary doc.f.import procg,VORNU,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,preliminary_document_no_o
EIPO,Foreign Trade: Export/Import: Item Data,VORDA,Preliminary document: Date of preliminary doc.f.import procg,VORDA,,DATS,8,0,Foreign Trade: Export/Import: Item Data,preliminary_document_date
EIPO,Foreign Trade: Export/Import: Item Data,BEHOE,Preliminary doc.: Issuing authority of relevant prelim.doc.,VOHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import: Item Data,preliminary_doc_issuing_a
EIPO,Foreign Trade: Export/Import: Item Data,KENNU,Preliminary document: Customs office/ID number for import,KENNU,,CHAR,6,0,Foreign Trade: Export/Import: Item Data,preliminary_document_cust
EIPO,Foreign Trade: Export/Import: Item Data,VOISO,Prelim. doc.: ISO code of ctry issuing the preliminary doc.,VOISO,,CHAR,2,0,Foreign Trade: Export/Import: Item Data,prelim_doc_iso_code_of_ct
EIPO,Foreign Trade: Export/Import: Item Data,PREFA,Preference: Preference type for foreign trade,PREFA,T610PA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,preference_preference_typ
EIPO,Foreign Trade: Export/Import: Item Data,PREFN,Preference: Official number of preference document - Import,PREFN,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,preference_official_numbe
EIPO,Foreign Trade: Export/Import: Item Data,PREDU,Preference: Date of preference document for import procg,PREDU,,DATS,8,0,Foreign Trade: Export/Import: Item Data,preference_date_of_prefer
EIPO,Foreign Trade: Export/Import: Item Data,PRISO,Preference: ISO code of country issuing the preference doc.,PRISO,,CHAR,2,0,Foreign Trade: Export/Import: Item Data,preference_iso_code_of_co
EIPO,Foreign Trade: Export/Import: Item Data,PRHOE,Preference: Issuing authoritiy for relevant preference doc.,PRHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import: Item Data,preference_issuing_author
EIPO,Foreign Trade: Export/Import: Item Data,PRUEL,Preference: Validity date of preference document for import,PRUEL,,DATS,8,0,Foreign Trade: Export/Import: Item Data,preference_validity_date_
EIPO,Foreign Trade: Export/Import: Item Data,NACAR,Verification documents: Type of certificate for import,NACAR,T610NA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_ty
EIPO,Foreign Trade: Export/Import: Item Data,NACNU,Verification docs: Official no. of verific. doc. - Import,NACNU,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,verification_docs_officia
EIPO,Foreign Trade: Export/Import: Item Data,NACDA,Verification documents: Date of verif.doc. for import procg,NACDA,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_documents_da
EIPO,Foreign Trade: Export/Import: Item Data,NAISO,Verification doc: ISO code of ctry supplying verific.doc.,NAISO,,CHAR,2,0,Foreign Trade: Export/Import: Item Data,verification_doc_iso_code
EIPO,Foreign Trade: Export/Import: Item Data,NAHOE,Verification documents: Issuing authority for relev. verif.,NAHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_is
EIPO,Foreign Trade: Export/Import: Item Data,NAUEL,Verification docs: Validity date of verific.doc. for import,NAUEL,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_docs_validit
EIPO,Foreign Trade: Export/Import: Item Data,NACA2,Verification documents: Type of certificate for import,NACAR,T610NA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_ty
EIPO,Foreign Trade: Export/Import: Item Data,NACN2,Verification docs: Official no. of verific. doc. - Import,NACNU,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,verification_docs_officia
EIPO,Foreign Trade: Export/Import: Item Data,NACD2,Verification documents: Date of verif.doc. for import procg,NACDA,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_documents_da
EIPO,Foreign Trade: Export/Import: Item Data,NAIS2,Verification doc: ISO code of ctry supplying verific.doc.,NAISO,,CHAR,2,0,Foreign Trade: Export/Import: Item Data,verification_doc_iso_code
EIPO,Foreign Trade: Export/Import: Item Data,NAHO2,Verification documents: Issuing authority for relev. verif.,NAHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_is
EIPO,Foreign Trade: Export/Import: Item Data,NAUE2,Verification docs: Validity date of verific.doc. for import,NAUEL,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_docs_validit
EIPO,Foreign Trade: Export/Import: Item Data,NACA3,Verification documents: Type of certificate for import,NACAR,T610NA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_ty
EIPO,Foreign Trade: Export/Import: Item Data,NACN3,Verification docs: Official no. of verific. doc. - Import,NACNU,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,verification_docs_officia
EIPO,Foreign Trade: Export/Import: Item Data,NACD3,Verification documents: Date of verif.doc. for import procg,NACDA,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_documents_da
EIPO,Foreign Trade: Export/Import: Item Data,NAIS3,Verification doc: ISO code of ctry supplying verific.doc.,NAISO,,CHAR,2,0,Foreign Trade: Export/Import: Item Data,verification_doc_iso_code
EIPO,Foreign Trade: Export/Import: Item Data,NAHO3,Verification documents: Issuing authority for relev. verif.,NAHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_is
EIPO,Foreign Trade: Export/Import: Item Data,NAUE3,Verification docs: Validity date of verific.doc. for import,NAUEL,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_docs_validit
EIPO,Foreign Trade: Export/Import: Item Data,NACA4,Verification documents: Type of certificate for import,NACAR,T610NA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_ty
EIPO,Foreign Trade: Export/Import: Item Data,NACN4,Verification docs: Official no. of verific. doc. - Import,NACNU,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,verification_docs_officia
EIPO,Foreign Trade: Export/Import: Item Data,NACD4,Verification documents: Date of verif.doc. for import procg,NACDA,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_documents_da
EIPO,Foreign Trade: Export/Import: Item Data,NAIS4,Verification doc: ISO code of ctry supplying verific.doc.,NAISO,,CHAR,2,0,Foreign Trade: Export/Import: Item Data,verification_doc_iso_code
EIPO,Foreign Trade: Export/Import: Item Data,NAHO4,Verification documents: Issuing authority for relev. verif.,NAHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_is
EIPO,Foreign Trade: Export/Import: Item Data,NAUE4,Verification docs: Validity date of verific.doc. for import,NAUEL,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_docs_validit
EIPO,Foreign Trade: Export/Import: Item Data,NACA5,Verification documents: Type of certificate for import,NACAR,T610NA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_ty
EIPO,Foreign Trade: Export/Import: Item Data,NACN5,Verification docs: Official no. of verific. doc. - Import,NACNU,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,verification_docs_officia
EIPO,Foreign Trade: Export/Import: Item Data,NACD5,Verification documents: Date of verif.doc. for import procg,NACDA,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_documents_da
EIPO,Foreign Trade: Export/Import: Item Data,NAIS5,Verification doc: ISO code of ctry supplying verific.doc.,NAISO,,CHAR,2,0,Foreign Trade: Export/Import: Item Data,verification_doc_iso_code
EIPO,Foreign Trade: Export/Import: Item Data,NAHO5,Verification documents: Issuing authority for relev. verif.,NAHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import: Item Data,verification_documents_is
EIPO,Foreign Trade: Export/Import: Item Data,NAUE5,Verification docs: Validity date of verific.doc. for import,NAUEL,,DATS,8,0,Foreign Trade: Export/Import: Item Data,verification_docs_validit
EIPO,Foreign Trade: Export/Import: Item Data,EXDAR,Export document: Export document type for foreign trade,EXDAR,T610VA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,export_document_export_do
EIPO,Foreign Trade: Export/Import: Item Data,EXDAA,Export document: Official number of export document,EXDAA,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,export_document_official_
EIPO,Foreign Trade: Export/Import: Item Data,EXDAB,Export document: Valid-to number of export document,EXDAB,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,export_document_valid_to_
EIPO,Foreign Trade: Export/Import: Item Data,EXDTA,T document: Type of T document for foreign trade,EXDTA,T610VA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,t_document_type_of_t_docu
EIPO,Foreign Trade: Export/Import: Item Data,EXDT2,T document: Official number of T document for foreign trade,EXDT2,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,t_document_official_numbe
EIPO,Foreign Trade: Export/Import: Item Data,EXDTB,T doc.: Official no. for next page of T doc. f.foreign trade,EXDTB,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,t_doc_official_no_for_nex
EIPO,Foreign Trade: Export/Import: Item Data,EXDPA,Preference: Preference type for foreign trade,EXDPA,T610PA,CHAR,10,0,Foreign Trade: Export/Import: Item Data,preference_preference_typ
EIPO,Foreign Trade: Export/Import: Item Data,EXPRE,Preference: Official number of preference document - Export,EXPRE,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,preference_official_numbe
EIPO,Foreign Trade: Export/Import: Item Data,EXDT5,CAP: Official number of T5 document for foreign trade,EXDT5,,CHAR,25,0,Foreign Trade: Export/Import: Item Data,cap_official_number_of_t5
EIPO,Foreign Trade: Export/Import: Item Data,AUSOK,Status: Document data in foreign trade complete (system),AUSOK,,CHAR,1,0,Foreign Trade: Export/Import: Item Data,status_document_data_in_f
EIPO,Foreign Trade: Export/Import: Item Data,COIMP,Code number for import processing in foreign trade,COIMP,T604,CHAR,17,0,Foreign Trade: Export/Import: Item Data,code_number_for_import_pr
EIPO,Foreign Trade: Export/Import: Item Data,HERSE,Manufacturer number for import processing in foreign trade,HERSE,LFA1,CHAR,10,0,Foreign Trade: Export/Import: Item Data,manufacturer_number_for_i
EIPO,Foreign Trade: Export/Import: Item Data,COBLD,Import code no. in destination country for foreign trade,COBLD,T604,CHAR,17,0,Foreign Trade: Export/Import: Item Data,import_code_no_in_destina
EIPO,Foreign Trade: Export/Import: Item Data,EIOKW,Status: Complete document data in foreign trade (user),EIOKW,,CHAR,1,0,Foreign Trade: Export/Import: Item Data,status_complete_document_
EIPO,Foreign Trade: Export/Import: Item Data,EIOKA,EDI: Export/Import customs tariff number for foreign trade,EIOKA,,CHAR,1,0,Foreign Trade: Export/Import: Item Data,edi_export_import_customs
EIPO,Foreign Trade: Export/Import: Item Data,GBNUM,Foreign Trade:Customs declaration list no. for Foreign Trade,GB_NR,,CHAR,20,0,Foreign Trade: Export/Import: Item Data,foreign_tradecustoms_decl
EIPO,Foreign Trade: Export/Import: Item Data,RGNNR,Registration number for import processing in foreign trade,RG_NR,,CHAR,20,0,Foreign Trade: Export/Import: Item Data,registration_number_for_i
EIPO,Foreign Trade: Export/Import: Item Data,PRENC,Exemption certificate: Indicator for legal control,PRENC,,CHAR,1,0,Foreign Trade: Export/Import: Item Data,exemption_certificate_ind
EIPO,Foreign Trade: Export/Import: Item Data,PRENO,Exemption certificate number for legal control,PRENN,,CHAR,8,0,Foreign Trade: Export/Import: Item Data,exemption_certificate_num
EIPO,Foreign Trade: Export/Import: Item Data,PREND,Exemption certificate: Issue date of exemption certificate,PREND,,DATS,8,0,Foreign Trade: Export/Import: Item Data,exemption_certificate_iss
EIPO,Foreign Trade: Export/Import: Item Data,KTNUM,Quota or Ceiling Number for Import Processing,KTPLN,T610KP,CHAR,10,0,Foreign Trade: Export/Import: Item Data,quota_or_ceiling_number_f
EIPO,Foreign Trade: Export/Import: Item Data,PLNUM,Quota or Ceiling Number for Import Processing,KTPLN,T610KP,CHAR,10,0,Foreign Trade: Export/Import: Item Data,quota_or_ceiling_number_f
EIPO,Foreign Trade: Export/Import: Item Data,POSAR,Item type,POSAR,,CHAR,1,0,Foreign Trade: Export/Import: Item Data,item_type
EIPO,Foreign Trade: Export/Import: Item Data,PSTYV,Sales document item category,PSTYV,,CHAR,4,0,Foreign Trade: Export/Import: Item Data,sales_document_item_categ
EKAB,Release Documentation,MANDT,Client,MANDT,T000,CLNT,3,0,Release Documentation,client
EKAB,Release Documentation,KONNR,Number of Principal Purchase Agreement,KONNR,EKKO,CHAR,10,0,Release Documentation,number_of_principal_purch
EKAB,Release Documentation,KTPNR,Item Number of Principal Purchase Agreement,KTPNR,EKPO,NUMC,5,0,Release Documentation,item_number_of_principal_
EKAB,Release Documentation,EBELN,Purchasing Document Number,EBELN,EKKO,CHAR,10,0,Release Documentation,purchasing_document_numbe
EKAB,Release Documentation,EBELP,Item Number of Purchasing Document,EBELP,EKPO,NUMC,5,0,Release Documentation,item_number_of_purchasing
EKAB,Release Documentation,BEDAT,Purchase Order Date,BEDAT,,DATS,8,0,Release Documentation,purchase_order_date
EKAB,Release Documentation,MENGE,Purchase Order Quantity,BSTMG,,QUAN,13,3,Release Documentation,purchase_order_quantity
EKAB,Release Documentation,MEINS,Purchase Order Unit of Measure,BSTME,T006,UNIT,3,0,Release Documentation,purchase_order_unit_of_me
EKAB,Release Documentation,NETWR,Net Order Value in PO Currency,BWERT,,CURR,13,2,Release Documentation,net_order_value_in_po_cur
EKAB,Release Documentation,WAERS,Currency Key,WAERS,TCURC,CUKY,5,0,Release Documentation,currency_key
EKAB,Release Documentation,WKURS,Exchange Rate,WKURS,,DEC,9,5,Release Documentation,exchange_rate
EKAB,Release Documentation,LOEKZ,Deletion Indicator in Purchasing Document,ELOEK,,CHAR,1,0,Release Documentation,deletion_indicator_in_pur
EKAB,Release Documentation,EBELD,PO number in local system,EBELD,,CHAR,10,0,Release Documentation,po_number_in_local_system
EKAB,Release Documentation,LOGSY,Logical System,LOGSYSTEM,,CHAR,10,0,Release Documentation,logical_system
EKAB,Release Documentation,BUKRS,Company Code,BUKRS,T001,CHAR,4,0,Release Documentation,company_code
EKAB,Release Documentation,WERKS,Plant,EWERK,T001W,CHAR,4,0,Release Documentation,plant
EKAB,Release Documentation,EKORG,Purchasing Organization,EKORG,T024E,CHAR,4,0,Release Documentation,purchasing_organization
EKAB,Release Documentation,AEDAT,Changed On,AEDAT,,DATS,8,0,Release Documentation,changed_on
EKAB,Release Documentation,BSTYP,Purchasing Document Category,BSTYP,,CHAR,1,0,Release Documentation,purchasing_document_categ
EKAB,Release Documentation,MEMORYTYPE,Category of Incompleteness,MEMORYTYPE,,CHAR,1,0,Release Documentation,category_of_incompletenes
EKBE,History per Purchasing Document,MANDT,Client,MANDT,T000,CLNT,3,0,History per Purchasing Document,client
EKBE,History per Purchasing Document,EBELN,Purchasing Document Number,EBELN,EKKO,CHAR,10,0,History per Purchasing Document,purchasing_document_numbe
EKBE,History per Purchasing Document,EBELP,Item Number of Purchasing Document,EBELP,EKPO,NUMC,5,0,History per Purchasing Document,item_number_of_purchasing
EKBE,History per Purchasing Document,ZEKKN,Sequential Number of Account Assignment,DZEKKN,,NUMC,2,0,History per Purchasing Document,sequential_number_of_acco
EKBE,History per Purchasing Document,VGABE,"Transaction/event type, purchase order history",VGABE,,CHAR,1,0,History per Purchasing Document,"transaction_event_type,_p"
EKBE,History per Purchasing Document,GJAHR,Material Document Year,MJAHR,,NUMC,4,0,History per Purchasing Document,material_document_year
EKBE,History per Purchasing Document,BELNR,Number of Material Document,MBLNR,,CHAR,10,0,History per Purchasing Document,number_of_material_docume
EKBE,History per Purchasing Document,BUZEI,Item in Material Document,MBLPO,,NUMC,4,0,History per Purchasing Document,item_in_material_document
EKBE,History per Purchasing Document,BEWTP,PO history category,BEWTP,T163B,CHAR,1,0,History per Purchasing Document,po_history_category
EKBE,History per Purchasing Document,BWART,Movement Type (Inventory Management),BWART,T156,CHAR,3,0,History per Purchasing Document,movement_type__inventory_
EKBE,History per Purchasing Document,BUDAT,Posting Date in the Document,BUDAT,,DATS,8,0,History per Purchasing Document,posting_date_in_the_docum
EKBE,History per Purchasing Document,MENGE,Quantity,MENGE_D,,QUAN,13,3,History per Purchasing Document,quantity
EKBE,History per Purchasing Document,BPMNG,Quantity in purchase order price unit,MENGE_BPR,,QUAN,13,3,History per Purchasing Document,quantity_in_purchase_orde
EKBE,History per Purchasing Document,DMBTR,Amount in Local Currency,DMBTR,,CURR,13,2,History per Purchasing Document,amount_in_local_currency
EKBE,History per Purchasing Document,WRBTR,Amount in document currency,WRBTR,,CURR,13,2,History per Purchasing Document,amount_in_document_curren
EKBE,History per Purchasing Document,WAERS,Currency Key,WAERS,TCURC,CUKY,5,0,History per Purchasing Document,currency_key
EKBE,History per Purchasing Document,AREWR,GR/IR account clearing value in local currency,AREWR,,CURR,13,2,History per Purchasing Document,gr_ir_account_clearing_va
EKBE,History per Purchasing Document,WESBS,Goods Receipt Blocked Stock in Order Unit,WESBS,,QUAN,13,3,History per Purchasing Document,goods_receipt_blocked_sto
EKBE,History per Purchasing Document,BPWES,Quantity in GR blocked stock in order price unit,BPWES,,QUAN,13,3,History per Purchasing Document,quantity_in_gr_blocked_st
EKBE,History per Purchasing Document,SHKZG,Debit/Credit Indicator,SHKZG,,CHAR,1,0,History per Purchasing Document,debit_credit_indicator
EKBE,History per Purchasing Document,BWTAR,Valuation Type,BWTAR_D,T149D,CHAR,10,0,History per Purchasing Document,valuation_type
EKBE,History per Purchasing Document,ELIKZ,"""Delivery Completed"" Indicator",ELIKZ,,CHAR,1,0,History per Purchasing Document,"""delivery_completed""_indi"
EKBE,History per Purchasing Document,XBLNR,Reference Document Number,XBLNR1,,CHAR,16,0,History per Purchasing Document,reference_document_number
EKBE,History per Purchasing Document,LFGJA,Fiscal Year of a Reference Document,LFBJA,,NUMC,4,0,History per Purchasing Document,fiscal_year_of_a_referenc
EKBE,History per Purchasing Document,LFBNR,Document No. of a Reference Document,LFBNR,,CHAR,10,0,History per Purchasing Document,document_no_of_a_referenc
EKBE,History per Purchasing Document,LFPOS,Item of a Reference Document,LFPOS,,NUMC,4,0,History per Purchasing Document,item_of_a_reference_docum
EKBE,History per Purchasing Document,GRUND,Reason for Movement,MB_GRBEW,T157D,NUMC,4,0,History per Purchasing Document,reason_for_movement
EKBE,History per Purchasing Document,CPUDT,Day On Which Accounting Document Was Entered,CPUDT,,DATS,8,0,History per Purchasing Document,day_on_which_accounting_d
EKBE,History per Purchasing Document,CPUTM,Time of Entry,CPUTM,,TIMS,6,0,History per Purchasing Document,time_of_entry
EKBE,History per Purchasing Document,REEWR,Invoice Value Entered (in Local Currency),REEWR,,CURR,13,2,History per Purchasing Document,invoice_value_entered__in
